,payment_id,payment_datetime,order_id,total_amount,payment_method,payment_status,billing_address,shipping_address,payment_channel,tax_amount
8681,8824.0,2022-02-17 23:08:37,78347,225000.0,Thẻ tín dụng,Đang xử lý,"39/62/18/246/200H, Đường Số 2, Phường An Lợi Đông, Chương Mỹ, Hồ Chí Minh, Việt Nam","191/87/47/6/357, Đặng Văn Ngữ, Phường 5, Quận Phú Nhuận, Vĩnh Long, Việt Nam",Online,22500.0
8682,8825.0,2022-02-17 23:22:37,92750,3690000.0,Thẻ tín dụng,Hủy bỏ,"209/28/150/175Y, Lý Văn Phức, Phường Trường Thọ, Hòa Bình, Đà Nẵng, Việt Nam","2017/807, Tô Hiến Thành, Phường 12, Quận 7, Hà Nội, Việt Nam",Online,590400.0
8683,8826.0,2022-02-17 23:10:37,40259,4495000.0,Thẻ tín dụng,Đã thanh toán,"2896/18, Hồ Hảo Hớn, Phường An Hòa, Quận Bình Thạnh, Bình Dương, Việt Nam","3/205, Nguyễn Công Trứ, Phường An Cư, Hoàn Kiếm, Hải Phòng, Việt Nam",Thẻ thành viên,134850.0
8684,8827.0,2022-12-04 17:19:38,52347,0.0,Chuyển khoản ngân hàng,Đã thanh toán,"2545/94/152/254, Trương Định, Phường 9, Nam Từ Liêm, Hồ Chí Minh, Việt Nam","2826/39/158/60/107u, Ngô Đức Kế, Phường 4, Quận 3, Lạng Sơn, Việt Nam",POS,0.0
8685,8828.0,2022-01-25 13:14:27,58868,0.0,Chuyển khoản ngân hàng,Hủy bỏ,"711/73/110D, Đường Số 4, Phường 1, Quận 7, Hà Nội, Việt Nam","6/5/176/98/273, Cô Bắc, Phường 6, Ba Vì, Sóc Trăng, Việt Nam",Online,0.0
8686,8829.0,2022-11-22 19:48:47,56267,161910000.0,Thẻ tín dụng,Đang xử lý,"584/35/187/107, Trương Định, Phường 9, Hà Đông, Cần Thơ, Việt Nam","771/78/142/138J, Hoàng Văn Thụ, Phường An Lạc, Sóc Sơn, Bà Rịa - Vũng Tàu, Việt Nam",POS,22667400.000000004
8687,8830.0,2022-12-06 15:28:47,16352,178879000.0,Thanh toán qua ví điện tử,Đang xử lý,"94/10/157/59/305, Lê Văn Sỹ, Phường An Lợi Đông, Thạch Thất, Quảng Bình, Việt Nam","2185/3/171a, Lý Tự Trọng, Phường Linh Đông, Quận 2, Bình Định, Việt Nam",Online,28620640.0
8688,8831.0,2018-05-18 20:16:19,76320,90000.0,Thanh toán qua cổng thanh toán trực tuyến,Hủy bỏ,"1452/36/139/221, Đường Số 3, Phường 10, Ba Đình, Quảng Nam, Việt Nam","111/763, Phố Ngô Quyền, Phường Bình Trưng Tây, Hà Đông, Đắk Lắk, Việt Nam",POS,17100.0
8689,8832.0,2020-10-06 09:07:49,15517,9998000.0,Thẻ tín dụng,Đang chờ xử lý,"752/20/152/255Y, Điện Biên Phủ, Phường Bình Trưng Đông, Quận 1, Đà Nẵng, Việt Nam","1519/12/17/175/308H, Nguyễn Văn Giai, Phường Bình Trưng Tây, Thạch Thất, Đồng Tháp, Việt Nam",POS,499900.0
8690,8833.0,2022-04-08 19:27:48,65527,0.0,Tiền mặt,Đang chờ xử lý,"2104/693, Đường Số 7, Phường An Phú Đông, Thanh Oai, Cần Thơ, Việt Nam","1856/21/148/34N, Hoàng Văn Thụ, Phường 8, Mỹ Đức, Bình Dương, Việt Nam",POS,0.0
8691,8834.0,2022-02-03 17:25:32,26336,169900000.0,Chuyển khoản ngân hàng,Đã thanh toán,"1284/96/123c, Phố Nguyễn Thị B, Phường Cát Lái, Đống Đa, Cần Thơ, Việt Nam","316/63/82c, Hai Triều, Phường Linh Đông, Quận 8, Thanh Hóa, Việt Nam",Online,13592000.0
8692,8835.0,2022-02-15 15:13:07,55334,0.0,Thẻ tín dụng,Đang xử lý,"664/59/32, Trần Hưng Đạo, Phường 12, Hoàng Mai, Hải Phòng, Việt Nam","2729/65, Nguyễn Văn Giai, Phường Bình Trưng Tây, Quận Bình Thạnh, Bình Dương, Việt Nam",POS,0.0
8693,8836.0,2022-01-17 20:04:39,45643,35000.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"2764/695, Võ Văn Kiệt, Phường 8, Đông Anh, Hồ Chí Minh, Việt Nam","1713/29/95/234, Đường Hoàng Diệu, Phường An Cư, Nam Từ Liêm, Lai Châu, Việt Nam",Redeemed Points,0.0
8694,8837.0,2019-10-26 01:28:48,63599,144089000.0,Thẻ ghi nợ,Thất bại,"922/38/181/270, Hồ Hảo Hớn, Phường 1, Thanh Oai, Hồ Chí Minh, Việt Nam","1649/130, Đường Số 1, Phường Tam Bình, Phúc Thọ, Quảng Nam, Việt Nam",Online,12968010.0
8695,8838.0,2022-01-02 22:16:32,93696,105000.0,Thẻ tín dụng,Đang xử lý,"2075/97/182/101, Hai Triều, Phường An Lợi Đông, Quốc Oai, Cà Mau, Việt Nam","2805/24/45, Phố Ngô Quyền, Phường 2, Nam Từ Liêm, Tây Ninh, Việt Nam",Redeemed Points,4200.0
8696,8839.0,2020-12-02 10:45:11,87905,2565000.0,Chuyển khoản ngân hàng,Thất bại,"406/82/17/46b, Vĩnh Viễn, Phường Linh Đông, Ba Đình, Hà Nội, Việt Nam","690/295, Lê Duẩn, Phường Thủ Thiêm, Bắc Từ Liêm, Bình Phước, Việt Nam",Online,128250.0
8697,8840.0,2022-12-28 09:40:51,75306,126000.0,Chuyển khoản ngân hàng,Chưa thanh toán,"2095/37/51/142, Lê Thánh Tôn, Phường 2, Sóc Sơn, Bình Dương, Việt Nam","833/84/55/150/214p, Đặng Tất, Phường 6, Quận 3, Đà Nẵng, Việt Nam",POS,7560.0
8698,8841.0,2022-02-12 11:43:11,61621,163960000.0,Thẻ tín dụng,Thất bại,"2388/68/161/173/8u, Hồ Văn Huê, Phường 12, Chương Mỹ, Hải Phòng, Việt Nam","1088/69/172/74/364, Đường Bạch Đằng, Phường Bình Khánh, Quận 7, Hà Nội, Việt Nam",Redeemed Points,8198000.0
8699,8842.0,2022-12-31 00:41:55,51734,210000.0,Thanh toán qua ví điện tử,Đã thanh toán,"2060/3/2/194/331, Trần Huy Liệu, Phường 11, Quận 1, Ninh Thuận, Việt Nam","20/88/111, Nguyễn Đình Chiểu, Phường 7, Quận 8, Thừa Thiên Huế, Việt Nam",Thẻ thành viên,23100.0
8700,8843.0,2016-08-04 07:14:06,21977,0.0,Thẻ ghi nợ,Hủy bỏ,"766/30/101/255/261d, Hoàng Văn Thụ, Phường Linh Xuân, Hai Bà Trưng, Sơn La, Việt Nam","2728/46/69, Trần Quang Khải, Phường Linh Đông, Quận 7, Đà Nẵng, Việt Nam",POS,0.0
8701,8844.0,2019-01-16 19:28:08,65450,0.0,Chuyển khoản ngân hàng,Hủy bỏ,"1862/577, Phố Lý Thường Kiệt, Phường 12, Quận 12, Ninh Bình, Việt Nam","2518/75/14/36/295, Trương Định, Phường Bình An, Quận 7, Lào Cai, Việt Nam",Online,0.0
8702,8845.0,2021-05-13 16:30:21,41481,156000.0,Chuyển khoản ngân hàng,Đã hoàn tiền,"2215/24/145/203, Phan Đình Phùng, Phường 8, Quận 11, Bình Phước, Việt Nam","977/62/175/126, Phố Trịnh Đình C, Phường Tam Bình, Ba Vì, Bình Phước, Việt Nam",Online,9360.0
8703,8846.0,2019-02-17 02:10:51,65205,228000.0,Chuyển khoản ngân hàng,Hủy bỏ,"2145/18/97/277b, Nguyễn Công Trứ, Phường Bình Trưng Tây, Hòa Bình, Hồ Chí Minh, Việt Nam","1796/586, Lê Lai, Phường An Lợi Đông, Thạch Thất, Bà Rịa - Vũng Tàu, Việt Nam",Online,36480.0
8704,8847.0,2016-10-10 16:06:35,90337,377860000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang xử lý,"2996/24, Đường Bạch Đằng, Phường 3, Quận 6, Hồ Chí Minh, Việt Nam","521/27/71/233J, Mạc Đĩnh Chi, Phường Bình Trưng Tây, Thanh Trì, Đà Nẵng, Việt Nam",Redeemed Points,52900400.00000001
8705,8848.0,2020-07-26 02:11:16,83996,0.0,Thanh toán qua cổng thanh toán trực tuyến,Hủy bỏ,"2464/97/110W, Đường Số 7, Phường 4, Hai Bà Trưng, Hà Nội, Việt Nam","1681/3/173, Đồng Khởi, Phường Bình Trưng Tây, Hoài Đức, Lâm Đồng, Việt Nam",Online,0.0
8706,8849.0,2022-12-07 10:18:27,98599,40000000.0,Thẻ tín dụng,Chưa thanh toán,"1868/65/64/44u, Đường Lê Văn D, Phường 10, Bắc Từ Liêm, Hà Nội, Việt Nam","1948/99/136/240, Cô Bắc, Phường An Khánh, Hà Đông, Hà Nội, Việt Nam",Online,2800000.0000000005
8707,8850.0,2022-12-10 13:49:56,80228,0.0,Thẻ tín dụng,Đã thanh toán,"2403/889, Phó Đức Chính, Phường Trường Thọ, Quận Thủ Đức, Hà Nội, Việt Nam","1018/606, Lê Văn Phan, Phường An Phú, Đan Phượng, Hồ Chí Minh, Việt Nam",Online,0.0
8708,8851.0,2020-02-11 10:47:52,64002,0.0,Tiền mặt,Hủy bỏ,"1573/87/29/142/348, Lê Quý Đôn, Phường Linh Tây, Quận Phú Nhuận, Hải Dương, Việt Nam","1380/8, Trần Hưng Đạo, Phường Bình Trưng Tây, Thanh Oai, Bình Phước, Việt Nam",Thẻ thành viên,0.0
8709,8852.0,2022-01-25 00:45:40,50186,220000.0,Chuyển khoản ngân hàng,Đã thanh toán,"1854/20/165/216/218, Đường Võ Văn C, Phường Linh Xuân, Hoàn Kiếm, Phú Thọ, Việt Nam","2110/76/46/2, Đường Số 2, Phường 1, Hòa Bình, Hà Nội, Việt Nam",Thẻ thành viên,15400.000000000002
8710,8853.0,2022-12-16 13:08:49,28497,0.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"992/152, Hai Triều, Phường Linh Xuân, Quận 1, Đồng Nai, Việt Nam","1829/642, Nguyễn Văn Giai, Phường Linh Chiểu, Hoàng Mai, Hồ Chí Minh, Việt Nam",Redeemed Points,0.0
8711,8854.0,2022-02-03 20:43:45,30817,0.0,Tiền mặt,Đang xử lý,"495/36/85/182/78, Võ Thị Sáu, Phường 8, Hoàng Mai, Khánh Hòa, Việt Nam","2876/83/20/294/92B, Lê Thị Riêng, Phường 1, Đan Phượng, Bình Phước, Việt Nam",Online,0.0
8712,8855.0,2022-01-04 13:04:52,73739,0.0,Thẻ tín dụng,Đã thanh toán,"1612/852, Nguyễn Đình Chiểu, Phường Linh Đông, Quận 12, Đắk Lắk, Việt Nam","2863/86, Võ Duy Ninh, Phường An Phú Đông, Long Biên, Hồ Chí Minh, Việt Nam",POS,0.0
8713,8856.0,2022-12-13 02:43:28,24749,0.0,Thanh toán qua cổng thanh toán trực tuyến,Đang xử lý,"16/768, Phố Trịnh Đình C, Phường An Phú, Tây Hồ, Hồ Chí Minh, Việt Nam","1720/53/93/133, Đường Số 1, Phường Bình Trưng Đông, Hoài Đức, Hồ Chí Minh, Việt Nam",Thẻ thành viên,0.0
8714,8857.0,2022-02-10 20:43:35,58517,0.0,Thẻ ghi nợ,Đang xử lý,"142/399, Cống Quỳnh, Phường Bình An, Sơn Tây, Bình Phước, Việt Nam","964/7/3/156, Nguyễn Cư Trinh, Phường 3, Quận 3, Đà Nẵng, Việt Nam",POS,0.0
8715,8858.0,2020-11-25 12:22:20,66112,13930000.0,Thanh toán qua ví điện tử,Hủy bỏ,"1545/32/160j, Mạc Đĩnh Chi, Phường Linh Đông, Quận Phú Nhuận, Hồ Chí Minh, Việt Nam","1597/247, Nguyễn Công Trứ, Phường Bình Trưng Tây, Quận 6, Hà Nội, Việt Nam",Online,2228800.0
8716,8859.0,2022-03-23 09:35:36,71576,23196000.0,Thanh toán qua ví điện tử,Hủy bỏ,"1597/247, Nguyễn Công Trứ, Phường Bình Trưng Tây, Quận 6, Hà Nội, Việt Nam","159/66/184f, Phố Trịnh Đình C, Phường 8, Quận 11, Đà Nẵng, Việt Nam",Online,2783520.0
8717,8860.0,2022-05-10 19:00:33,22967,0.0,Chuyển khoản ngân hàng,Đang xử lý,"2991/111, Trường Sa, Phường Cát Lái, Phúc Thọ, Hải Phòng, Việt Nam","1537/57/98P, Phố Lê Lợi, Phường Tam Phú, Quận 12, Trà Vinh, Việt Nam",Online,0.0
8718,8861.0,2022-01-28 21:00:00,14491,4830000.0,Tiền mặt,Thất bại,"1510/55/135/145/315F, Nhiêu Tứ, Phường Thủ Thiêm, Thanh Oai, Hồ Chí Minh, Việt Nam","886/12/138, Huỳnh Thúc Kháng, Phường Bình Trưng Đông, Quận Tân Phú, Hà Nam, Việt Nam",Online,48300.0
8719,8862.0,2022-01-04 07:33:48,80031,30789000.0,Tiền mặt,Chưa thanh toán,"2315/624, Đường Bạch Đằng, Phường An Khánh, Ba Vì, Hồ Chí Minh, Việt Nam","2104/82/180/24/216, Bùi Hữu Nghĩa, Phường An Hòa, Thanh Xuân, Đà Nẵng, Việt Nam",Online,4002570.0
8720,8863.0,2022-12-13 05:57:08,91062,9160000.0,Thẻ tín dụng,Chưa thanh toán,"1471/34/190/245H, Đường Hoàng Diệu, Phường Bình An, Hoàng Mai, Hồ Chí Minh, Việt Nam","828/189, Lê Đức Thọ, Phường Linh Trung, Đống Đa, Trà Vinh, Việt Nam",Online,732800.0
8721,8864.0,2021-07-11 22:08:37,78057,0.0,Thẻ tín dụng,Đã thanh toán,"1319/66/28/15k, Đường Số 6, Phường 7, Quận 9, Bạc Liêu, Việt Nam","2616/398, Nguyễn Thị Minh Khai, Phường 5, Phúc Thọ, Hải Phòng, Việt Nam",Redeemed Points,0.0
8722,8865.0,2022-01-07 04:56:54,39423,11798000.0,Thanh toán qua ví điện tử,Đang xử lý,"401/375, Đường Số 10, Phường 4, Quận 11, Hà Nội, Việt Nam","1778/57/168/206Y, Hai Triều, Phường An Lạc, Quận Thủ Đức, Bình Phước, Việt Nam",Online,1887680.0
8723,8866.0,2020-11-20 15:58:50,52749,0.0,Chuyển khoản ngân hàng,Hủy bỏ,"597/14/120/238/256, Nguyễn Thị Minh Khai, Phường Thảo Điền, Quận 5, Đà Nẵng, Việt Nam","2164/94/145/284, Đặng Tất, Phường Bình An, Sơn Tây, An Giang, Việt Nam",Online,0.0
8724,8867.0,2020-05-28 07:34:45,60503,22396000.0,Thẻ tín dụng,Đang chờ xử lý,"1252/69/171/279, Đường Số 7, Phường Linh Trung, Hoàn Kiếm, Đồng Nai, Việt Nam","1784/79/179/282, Nam Kỳ Khởi Nghĩa, Phường Bình An, Thanh Xuân, Thái Nguyên, Việt Nam",Online,223960.0
8725,8868.0,2022-04-25 02:14:51,43554,475000.0,Thẻ tín dụng,Đã thanh toán,"406/63/126/20/4M, Nguyễn Văn A, Phường Linh Trung, Hai Bà Trưng, Sơn La, Việt Nam","2688/87/92, Đặng Văn Ngữ, Phường Thảo Điền, Sơn Tây, Sóc Trăng, Việt Nam",Online,4750.0
8726,8869.0,2022-11-01 15:11:11,65272,0.0,Thẻ tín dụng,Đã thanh toán,"1424/985, Hồ Hảo Hớn, Phường 10, Thạch Thất, Hải Phòng, Việt Nam","155/62/23, Nguyễn Đình Chiểu, Phường An Khánh, Quận Gò Vấp, Hồ Chí Minh, Việt Nam",POS,0.0
8727,8870.0,2020-01-03 22:13:44,93371,0.0,Chuyển khoản ngân hàng,Đã thanh toán,"194/12/112/106/358, Đinh Tiên Hoàng, Phường 5, Quốc Oai, Hải Phòng, Việt Nam","1349/11/30/67/4, Cống Quỳnh, Phường 2, Quận 10, Hồ Chí Minh, Việt Nam",POS,0.0
8728,8871.0,2022-10-01 08:13:48,35797,0.0,Thẻ tín dụng,Đang xử lý,"1862/66/4, Lê Thị Riêng, Phường Bình Trưng Tây, Hòa Bình, Bình Dương, Việt Nam","1777/38/76/25P, Điện Biên Phủ, Phường An Lạc, Quận 5, Bình Dương, Việt Nam",Online,0.0
8729,8872.0,2021-02-16 00:19:09,18041,8097000.0,Thanh toán qua ví điện tử,Hoàn tiền một phần,"1391/506, Nguyễn Bá Huân, Phường An Phú Đông, Quận 9, Bình Dương, Việt Nam","795/20/115/91, Nguyễn Thị Minh Khai, Phường Linh Trung, Long Biên, Ninh Thuận, Việt Nam",Redeemed Points,1376490.0
8730,8873.0,2022-12-24 15:20:10,56197,0.0,Tiền mặt,Đã thanh toán,"1192/88/120/231, Lê Duẩn, Phường An Lạc, Hòa Bình, Cần Thơ, Việt Nam","2527/34/135q, Hai Triều, Phường 8, Hai Bà Trưng, Cần Thơ, Việt Nam",Online,0.0
8731,8874.0,2022-03-13 08:36:48,46765,475000.0,Thẻ tín dụng,Hủy bỏ,"2303/27/86/244/398, Điện Biên Phủ, Phường Cát Lái, Sóc Sơn, Yên Bái, Việt Nam","996/48/94/233i, Cống Lở, Phường An Cư, Quận 7, Hồ Chí Minh, Việt Nam",Online,57000.0
8732,8875.0,2022-03-02 09:03:08,19341,152810000.0,Thẻ tín dụng,Hủy bỏ,"480/811, Cách Mạng Tháng Tám, Phường Trường Thọ, Hoàn Kiếm, Trà Vinh, Việt Nam","713/849, Điện Biên Phủ, Phường Linh Trung, Ba Vì, Đồng Nai, Việt Nam",POS,3056200.0
8733,8876.0,2013-09-06 21:17:23,56640,35960000.0,Thanh toán qua ví điện tử,Đã thanh toán,"773/68, Hồ Tùng Mậu, Phường Linh Tây, Chương Mỹ, Hà Nội, Việt Nam","2714/55/175x, Nguyễn Huệ, Phường 2, Quận 11, Bến Tre, Việt Nam",POS,2157600.0
8734,8877.0,2022-04-06 06:48:37,30341,495000.0,Tiền mặt,Đã thanh toán,"675/31/73I, Võ Văn Kiệt, Phường Bình Trưng Tây, Quận Thủ Đức, Hà Nội, Việt Nam","2182/17/16, Phố Trịnh Đình C, Phường Linh Đông, Hoàng Mai, Bình Dương, Việt Nam",Online,54450.0
8735,8878.0,2022-02-28 00:02:06,49163,16000.0,Chuyển khoản ngân hàng,Đang xử lý,"2219/14/88, Cô Bắc, Phường Linh Đông, Hoàn Kiếm, Hà Nội, Việt Nam","624/47/125r, Bà Huyện Thanh Quan, Phường 5, Hòa Bình, Hà Nội, Việt Nam",Online,800.0
8736,8879.0,2022-03-24 06:42:20,53171,4950000.0,Thẻ tín dụng,Đang chờ xử lý,"1395/34/27/168, Đường Số 10, Phường 5, Quận 10, Bình Thuận, Việt Nam","1761/53/178/284C, Trương Định, Phường An Phú Đông, Quận Gò Vấp, Yên Bái, Việt Nam",Online,297000.0
8737,8880.0,2020-11-25 11:01:53,42393,385000.0,Chuyển khoản ngân hàng,Đang xử lý,"2934/42/178/241, Trần Hưng Đạo, Phường 12, Quận Phú Nhuận, Quảng Bình, Việt Nam","1466/365, Đường Số 10, Phường Bình Trưng Tây, Ba Đình, Hà Nội, Việt Nam",Online,69300.0
8738,8881.0,2021-07-04 19:58:27,30860,29257000.0,Thanh toán qua ví điện tử,Chưa thanh toán,"721/82/70/154/121, Lê Lai, Phường Tam Phú, Quận 1, Cần Thơ, Việt Nam","280/670, Trương Đăng Quế, Phường An Hòa, Hoàng Mai, Bắc Ninh, Việt Nam",POS,5558830.0
8739,8882.0,2022-10-10 08:02:44,35769,0.0,Thẻ tín dụng,Đã thanh toán,"1980/29/164/201/277, Lê Thánh Tôn, Phường 8, Cầu Giấy, Đồng Tháp, Việt Nam","1808/51/15/223/265, Trần Huy Liệu, Phường 8, Long Biên, Cần Thơ, Việt Nam",Online,0.0
8740,8883.0,2018-09-18 22:17:55,70593,400000.0,Tiền mặt,Đang xử lý,"2570/95/92, Cô Bắc, Phường 10, Thanh Trì, Cao Bằng, Việt Nam","767/907, Cống Lở, Phường 3, Quận 11, Hà Nội, Việt Nam",Thẻ thành viên,40000.0
8741,8884.0,2022-12-27 15:55:31,81733,121584000.0,Thẻ ghi nợ,Đang xử lý,"2033/6/92/294, Võ Thị Sáu, Phường 4, Quận Bình Thạnh, Đà Nẵng, Việt Nam","1161/986, Phan Đăng Lưu, Phường Linh Chiểu, Cầu Giấy, Hải Phòng, Việt Nam",Online,19453440.0
8742,8885.0,2022-06-24 02:29:25,47989,45000.0,Thẻ ghi nợ,Đang chờ xử lý,"1373/23/25x, Đường Số 3, Phường Tam Phú, Hai Bà Trưng, Hà Nội, Việt Nam","2630/87, Phố Ngô Quyền, Phường Trường Thọ, Quận Gò Vấp, Hà Nội, Việt Nam",POS,4950.0
8743,8886.0,2016-06-15 12:41:40,53889,295642000.0,Thẻ tín dụng,Đang xử lý,"467/56/178/253p, Trương Quyền, Phường Bình An, Đan Phượng, Hà Nội, Việt Nam","1787/40/86/179/213, Đường Nguyễn Văn A, Phường Linh Đông, Cầu Giấy, Đà Nẵng, Việt Nam",Online,47302720.0
8744,8887.0,2018-02-15 08:44:49,48947,124341000.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"1656/389, Mạc Đĩnh Chi, Phường 1, Quận Bình Thạnh, Cần Thơ, Việt Nam","564/931, Điện Biên Phủ, Phường 9, Chương Mỹ, Hà Tĩnh, Việt Nam",POS,9947280.0
8745,8888.0,2022-05-19 04:17:53,62350,0.0,Thẻ tín dụng,Đã thanh toán,"613/597, Lê Thị Hồng Gấm, Phường 4, Quận 11, Hải Phòng, Việt Nam","1814/591, Lý Chính Thắng, Phường Thủ Thiêm, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",Online,0.0
8746,8889.0,2022-01-08 10:16:41,38916,350000.0,Tiền mặt,Hủy bỏ,"489/81/9/241, Lê Thánh Tôn, Phường 12, Phú Thọ, Bình Định, Việt Nam","2549/75/67, Hồ Văn Huê, Phường 3, Nam Từ Liêm, Bình Định, Việt Nam",Online,56000.0
8747,8890.0,2022-01-08 10:25:41,88356,175000.0,Thẻ tín dụng,Đang xử lý,"931/6, Cô Bắc, Phường 10, Tây Hồ, Cần Thơ, Việt Nam","1951/18/90, Đường Số 7, Phường An Cư, Hoài Đức, Hồ Chí Minh, Việt Nam",Online,8750.0
8748,8891.0,2014-07-01 16:40:17,42498,0.0,Thẻ tín dụng,Đã thanh toán,"188/12/144r, Đặng Văn Ngữ, Phường Linh Đông, Gia Lâm, Long An, Việt Nam","524/45/121/151/116, Cô Bắc, Phường Thảo Điền, Quận 10, Hòa Bình, Việt Nam",POS,0.0
8749,8892.0,2022-02-28 12:15:32,89458,2799000.0,Tiền mặt,Chưa thanh toán,"175/14/175/219T, Đường Số 7, Phường 11, Quận Bình Thạnh, Đà Nẵng, Việt Nam","2362/96/190/154U, Hoàng Sa, Phường An Lợi Đông, Quận 7, Hà Nội, Việt Nam",Online,111960.0
8750,8893.0,2022-02-03 10:25:08,12205,720000.0,Tiền mặt,Hủy bỏ,"125/152, Trần Hưng Đạo, Phường An Phú Đông, Quận Bình Thạnh, Hà Nội, Việt Nam","1168/23/197, Điện Biên Phủ, Phường Tam Bình, Quận Thủ Đức, Đà Nẵng, Việt Nam",Thẻ thành viên,136800.0
8751,8894.0,2022-01-30 22:26:52,72091,285000.0,Thẻ tín dụng,Đang xử lý,"224/72/61/14, Trần Hưng Đạo, Phường An Lạc, Ba Vì, Bình Phước, Việt Nam","2715/20/32A, Phố Nguyễn Thị B, Phường Bình Trưng Đông, Bắc Từ Liêm, Quảng Nam, Việt Nam",Online,5700.0
8752,8895.0,2022-01-30 22:15:52,80099,0.0,Thẻ tín dụng,Chưa thanh toán,"2631/27/131, Nguyễn Văn Giai, Phường 6, Quận 7, Đà Nẵng, Việt Nam","2834/709, Phố Trần Phú, Phường Thủ Thiêm, Chương Mỹ, Hà Nội, Việt Nam",Online,0.0
8753,8896.0,2022-01-30 22:22:52,54273,8000.0,Thẻ tín dụng,Đang xử lý,"620/18/5/208, Phố Lê Lợi, Phường Trường Thọ, Thanh Xuân, Ninh Bình, Việt Nam","2958/81/88/236/13, Trương Định, Phường An Hòa, Quận 1, Khánh Hòa, Việt Nam",Online,960.0
8754,8897.0,2020-10-24 01:03:41,41085,2499000.0,Chuyển khoản ngân hàng,Đã thanh toán,"505/3/49, Hồ Hảo Hớn, Phường 9, Đống Đa, Bà Rịa - Vũng Tàu, Việt Nam","2349/98/61/64/127, Đường Số 4, Phường 2, Ba Vì, Đà Nẵng, Việt Nam",POS,449820.0
8755,8898.0,2020-04-26 21:24:23,20993,475000.0,Chuyển khoản ngân hàng,Hủy bỏ,"2503/70/74/50, Phan Đăng Lưu, Phường 9, Quận 6, Hà Nội, Việt Nam","2245/35/7/201, Đường Nguyễn Văn A, Phường Tam Phú, Quận Tân Bình, Hồ Chí Minh, Việt Nam",POS,80750.0
8756,8899.0,2016-02-17 09:32:12,59461,10796000.0,Thẻ tín dụng,Đang xử lý,"1087/80/133O, Trần Quang Diệu, Phường Linh Đông, Quận Thủ Đức, Hà Nội, Việt Nam","430/32/136/108, Lý Chính Thắng, Phường Thủ Thiêm, Hoàn Kiếm, Bình Dương, Việt Nam",Thẻ thành viên,1511440.0000000002
8757,8900.0,2022-09-21 18:39:46,73025,45000.0,Thanh toán qua ví điện tử,Đang xử lý,"105/19/32, Lê Văn Sỹ, Phường Trường Thọ, Quận 11, Bình Phước, Việt Nam","2175/3/80, Trường Sa, Phường 10, Tây Hồ, Hà Nội, Việt Nam",Thẻ thành viên,7650.000000000001
8758,8901.0,2022-05-02 16:09:30,50724,1000000.0,Chuyển khoản ngân hàng,Đang xử lý,"2184/691, Nam Kỳ Khởi Nghĩa, Phường 4, Thanh Oai, Bình Phước, Việt Nam","613/91/44, Đường Số 5, Phường Thủ Thiêm, Đan Phượng, Hà Nội, Việt Nam",Online,20000.0
8759,8902.0,2022-12-24 17:19:08,56824,24000.0,Thẻ tín dụng,Đang chờ xử lý,"1682/600, Trương Đăng Quế, Phường Cát Lái, Quận Bình Thạnh, Bà Rịa - Vũng Tàu, Việt Nam","2349/622, Nguyễn Thị Minh Khai, Phường Bình Trưng Đông, Cầu Giấy, Đà Nẵng, Việt Nam",Redeemed Points,1920.0
8760,8903.0,2018-05-04 18:42:06,63842,490000.0,Thanh toán qua ví điện tử,Hủy bỏ,"422/7/1, Lê Duẩn, Phường Linh Trung, Đông Anh, Cần Thơ, Việt Nam","2083/183, Trần Huy Liệu, Phường 6, Hà Đông, Hồ Chí Minh, Việt Nam",Thẻ thành viên,0.0
8761,8904.0,2019-12-24 16:05:54,75801,658000.0,Chuyển khoản ngân hàng,Đang xử lý,"20/54/77/36M, Trần Hưng Đạo, Phường Thảo Điền, Ba Đình, Hà Nội, Việt Nam","918/57/150/106, Hai Triều, Phường Bình An, Chương Mỹ, Hà Nội, Việt Nam",POS,65800.0
8762,8905.0,2020-04-21 09:14:46,26047,425000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang xử lý,"2883/54/82L, Hoàng Sa, Phường An Lạc, Hai Bà Trưng, Đà Nẵng, Việt Nam","2898/58/83/277r, Nguyễn Văn Trỗi, Phường An Lạc, Quận Bình Thạnh, Phú Thọ, Việt Nam",POS,72250.0
8763,8906.0,2022-12-13 09:51:28,60133,0.0,Tiền mặt,Đang xử lý,"2000/41/14/208/118C, Hai Triều, Phường An Lợi Đông, Quốc Oai, Hải Phòng, Việt Nam","1611/64/179, Đường Số 1, Phường An Khánh, Đống Đa, Đà Nẵng, Việt Nam",Redeemed Points,0.0
8764,8907.0,2022-12-07 19:09:13,12581,0.0,Thẻ ghi nợ,Đang chờ xử lý,"1326/79/104/219/358, Hoàng Sa, Phường 4, Gia Lâm, Hồ Chí Minh, Việt Nam","819/69/18, Nguyễn Văn A, Phường Tam Bình, Quận Phú Nhuận, Hải Phòng, Việt Nam",Online,0.0
