,customer_id,property_type,property_value,property_address,purchase_date,mortgage_status,mortgage_lender,mortgage_amount
546,2735,Nhà ở,977813628.8837793,"806 Kevin Trafficway Suite 862
Jonesshire, KS 13162",2019-05-15,Chưa vay,XYZ Credit,1282219444.4609191
547,2231,Biệt thự,4316242771.762586,"32226 Johnson Stravenue Apt. 554
East Robert, NV 16487",2021-04-02,Không vay,PQR Mortgage,1280248182.3315856
548,2070,Biệt thự,1187238032.2913609,"6563 Brown Centers Apt. 956
Port William, AK 01014",2018-08-10,Đang vay,PQR Mortgage,1372856077.356834
549,2404,Biệt thự,944931383.025852,"PSC 4621, Box 4458
APO AE 65589",2021-04-20,Đang vay,PQR Mortgage,508404080.1721371
550,2317,Nhà ở,4372512130.771505,"1726 Michelle Avenue
East Russellmouth, ID 37376",2020-01-11,Đã trả hết,XYZ Credit,577087031.7826302
551,2664,Đất nền,2641941481.084793,"069 Pitts Flats Apt. 464
North William, WV 39110",2019-06-11,Không vay,MNO Finance,1090632635.4311986
552,2216,Đất nền,678735680.1157286,"624 Jeffrey Isle
Kiddport, CT 67358",2021-02-23,Đã trả hết,PQR Mortgage,668150092.6758289
553,2164,Đất nền,1684075244.4932644,"96888 Jonathan Rapid Apt. 793
Carrburgh, LA 72258",2019-02-08,Đã trả hết,XYZ Credit,591906285.5526966
554,2903,Biệt thự,4733313578.799599,"97507 Wright Turnpike
Simpsonstad, AL 72877",2022-02-01,Không vay,XYZ Credit,1800392007.7050688
555,2393,Nhà ở,917366427.3528199,"79013 Moore Harbors
Jonathanmouth, FL 82374",2022-08-04,Đang vay,MNO Finance,197085011.702152
556,2764,Đất nền,680694735.5706493,"60322 Kramer Stream
Lake Kimberly, VT 35804",2018-09-05,Chưa vay,MNO Finance,345528321.3457489
557,2011,Đất nền,1586449569.554071,"35954 Bennett Extensions Apt. 887
Lindseyside, AL 20155",2019-09-04,Đã trả hết,PQR Mortgage,1881357837.12192
558,2247,Nhà ở,647036362.4926188,"3825 Vaughan Pass
East Chad, MI 78836",2020-12-06,Chưa vay,PQR Mortgage,149527578.20557994
559,2914,Đất nền,4118695408.2248955,"78191 Ford Island
Lake Sophia, VA 15269",2020-03-24,Đang vay,PQR Mortgage,649660514.2660979
560,2169,Nhà ở,675021631.5498573,"Unit 5528 Box 0960
DPO AE 96372",2022-06-29,Không vay,ABC Bank,821995380.1255615
561,2447,Nhà ở,4995176121.8230295,"PSC 7025, Box 3314
APO AE 99017",2021-03-26,Đã trả hết,PQR Mortgage,1216959452.584613
562,2499,Căn hộ,3107734380.6707635,"802 Parker Park
Jenniferfurt, NY 30782",2020-10-07,Chưa vay,MNO Finance,1612707062.1046216
563,2415,Căn hộ,4011256048.44529,"648 Eric Path Apt. 771
Lake Russell, ND 73825",2022-05-07,Đang vay,PQR Mortgage,1747174306.4912183
564,2822,Biệt thự,3553305117.6256814,"073 Taylor Union Apt. 525
Thomasberg, MI 05206",2023-07-15,Đang vay,MNO Finance,1578118044.9050467
565,2289,Nhà ở,1670316785.678064,"02929 Donald Trail Suite 515
North Ross, AK 77129",2020-05-27,Chưa vay,XYZ Credit,1276057582.9446404
566,2775,Biệt thự,3624365184.129597,"86690 Bennett River Suite 455
Campbelltown, AL 50504",2022-04-07,Đã trả hết,ABC Bank,664872679.1081367
567,2056,Biệt thự,1289946121.534016,"9522 Smith Mews Apt. 944
East Joseph, PW 05304",2020-11-08,Đã trả hết,XYZ Credit,339580551.38644075
568,2690,Biệt thự,2978787098.412986,"4177 Amanda Oval Suite 588
Shannontown, NM 99173",2022-03-04,Đã trả hết,ABC Bank,1480687891.8794138
569,2349,Nhà ở,1655659297.3229434,"828 Daniel Pike
West Jenniferfurt, CA 37997",2021-02-11,Đang vay,ABC Bank,432173664.73982495
570,2719,Biệt thự,2888494540.38173,"03837 Erica Lights
Kristinfort, MP 79276",2022-10-13,Chưa vay,XYZ Credit,1851195268.1218925
571,2699,Nhà ở,3522719204.5675936,"603 Collins Row Apt. 931
Maxwellland, SD 05435",2023-01-23,Không vay,XYZ Credit,201425063.64690185
572,2940,Biệt thự,3439129616.0578723,"03295 Gutierrez Court
East Adamfort, VT 68301",2020-10-12,Đang vay,XYZ Credit,521951066.508844
573,2627,Biệt thự,2930104989.1847258,"54267 Crystal Locks
Kingshire, WI 83547",2020-03-09,Đã trả hết,MNO Finance,464435816.2827372
574,2611,Đất nền,4193540899.0734124,"46452 Bradley Viaduct
Port Laura, IN 78233",2021-04-19,Đang vay,MNO Finance,1276991970.7609644
575,2915,Căn hộ,3704799945.2503657,"89385 Tonya Forges
East Evan, MP 61248",2023-02-03,Đã trả hết,MNO Finance,1198945799.299965
576,2283,Căn hộ,3977589326.8628235,"34336 Bird Lights
Quinnborough, SD 88595",2019-12-16,Đang vay,ABC Bank,300229220.2064367
577,2283,Căn hộ,3821919530.252443,"591 Steven Ridges Apt. 876
Josephfort, VI 89255",2022-02-04,Đang vay,XYZ Credit,1341784417.8226478
578,2034,Căn hộ,2245476593.6573973,"242 White Junction Suite 042
New Danielland, DE 95944",2021-09-17,Đã trả hết,XYZ Credit,1306915566.2990556
579,2385,Nhà ở,3955898543.0639234,"85839 Cox Corners Apt. 001
Ricefurt, KS 32403",2021-07-13,Đang vay,PQR Mortgage,1884336079.1313431
580,2309,Đất nền,2325648240.778232,"PSC 7877, Box 4379
APO AE 75900",2019-10-17,Đã trả hết,XYZ Credit,644518200.5919718
581,2287,Đất nền,2674891362.190179,"USNS Price
FPO AE 77659",2021-08-25,Đang vay,MNO Finance,368845255.9748224
582,2063,Nhà ở,1670958748.750954,"17350 Jones Plaza
Lake Laura, PR 84149",2019-02-05,Không vay,XYZ Credit,962293044.0351342
583,2315,Nhà ở,1709965318.5677183,"07000 Jose Curve Suite 758
Port Cynthia, AR 39287",2019-06-20,Chưa vay,PQR Mortgage,1590368884.203767
584,2836,Biệt thự,2406373477.6826572,"30357 Phillips Turnpike
New Christopher, MN 37458",2019-05-15,Đã trả hết,PQR Mortgage,1544285173.474226
585,2760,Biệt thự,4378886168.912851,"2454 Gutierrez Roads
Brownside, IA 20789",2021-03-13,Đã trả hết,ABC Bank,253707505.1481656
586,2745,Căn hộ,3676978152.373616,"005 Williams Lights
Lunabury, MH 12239",2022-09-04,Đã trả hết,PQR Mortgage,1440095676.6740708
587,2127,Biệt thự,733715202.3004802,"370 Herman Bridge Apt. 537
Lake Tonyashire, AK 54958",2022-06-26,Đang vay,ABC Bank,1997044265.5344524
588,2880,Biệt thự,2226459996.98374,"2301 Jackson Shores Suite 180
New Kyle, NM 70054",2020-10-04,Đang vay,XYZ Credit,1276783335.8206143
589,2710,Đất nền,1954164864.6879265,"76327 Karina Station
Riversburgh, LA 89361",2019-01-10,Không vay,XYZ Credit,818974288.5419648
590,2966,Biệt thự,3034616841.5439415,"605 Arnold Locks
East Valerie, MI 03810",2021-06-06,Đang vay,ABC Bank,1056925111.837831
591,2697,Căn hộ,3933451776.139841,"6209 Williams Circle Apt. 421
Gordonville, NC 70807",2021-03-15,Chưa vay,MNO Finance,1947806192.1448617
592,2571,Nhà ở,522069529.9928605,"53077 Koch Forks Apt. 989
Douglasville, WV 20119",2021-06-14,Đã trả hết,XYZ Credit,203393897.21063045
593,2320,Căn hộ,1073438184.7319468,"205 Danielle Path
Christianstad, NY 27853",2023-04-10,Đang vay,PQR Mortgage,610019845.9181917
594,2830,Căn hộ,828284643.9902308,"PSC 6756, Box 0440
APO AA 46184",2023-05-20,Đang vay,XYZ Credit,1243858013.9862323
595,2222,Biệt thự,2934817104.170807,"USCGC Bradford
FPO AP 05480",2023-07-21,Không vay,XYZ Credit,1246130955.386465
596,2823,Biệt thự,1592505346.3697224,"8616 Joseph Greens
Port Lisaberg, IA 16791",2021-07-27,Chưa vay,XYZ Credit,564598249.7181232
597,2194,Căn hộ,2967447867.005157,"7814 Eddie Fort
Samanthamouth, AS 92032",2020-01-06,Chưa vay,MNO Finance,1980291930.957509
598,2365,Đất nền,1306806951.4246886,"3429 Kelsey Motorway Suite 211
New Margaretland, GA 85195",2020-12-01,Không vay,PQR Mortgage,1588578945.8300767
599,2940,Căn hộ,4673903000.114241,"516 Kimberly Underpass
Shawnstad, AR 75733",2019-06-03,Chưa vay,PQR Mortgage,1508990939.8136914
600,2377,Căn hộ,2496916167.7267194,"48601 Ann Knoll Suite 958
Lake Mariamouth, OK 92492",2022-04-10,Không vay,MNO Finance,1372344442.2909682
601,2188,Nhà ở,3946100530.243376,"16399 Reeves Squares
Lawrenceton, TN 15163",2021-04-30,Chưa vay,MNO Finance,1739662533.8211062
602,2475,Căn hộ,3484628138.987078,"84825 Ramos Lodge
Stacyfurt, IL 92686",2022-10-14,Không vay,MNO Finance,768931466.3175063
603,2469,Căn hộ,2958469481.375554,"654 Black Mountains Suite 730
West Jasonmouth, MH 49549",2022-03-03,Đã trả hết,XYZ Credit,341263252.922593
604,2226,Đất nền,976153751.8009188,"00115 Coleman Walk Suite 864
North Michael, MA 53408",2022-03-04,Chưa vay,XYZ Credit,1708220367.9262981
605,2525,Căn hộ,3519297639.030654,"921 Martin Crest
North Adam, FL 29064",2022-01-21,Đã trả hết,PQR Mortgage,1462076433.8760984
606,2385,Căn hộ,3361647681.473575,"58927 Alvarado Park
New Joshua, VI 09892",2023-01-08,Chưa vay,MNO Finance,1519201593.6140287
607,2637,Căn hộ,2428986788.2146835,"4088 Debbie Dam
Richardborough, DC 13493",2021-08-26,Không vay,MNO Finance,897483280.7748591
608,2664,Nhà ở,1258804122.166703,"319 Cody Center Apt. 940
Adambury, MD 70984",2020-04-11,Chưa vay,PQR Mortgage,1899446370.5238228
609,2956,Nhà ở,2814830953.1202087,"80625 Hughes Vista Apt. 820
Port Becky, KS 76223",2021-09-12,Không vay,MNO Finance,1143543145.286622
610,2437,Nhà ở,4674065592.917656,"0771 James Pass
South Melissaview, TX 71927",2023-05-01,Không vay,PQR Mortgage,1929237621.6595297
611,2531,Nhà ở,3019037990.4335737,"Unit 6188 Box 3429
DPO AE 93359",2022-07-26,Chưa vay,XYZ Credit,1329481676.9115942
612,2324,Nhà ở,4891342634.795606,"462 Rachel Port
Lake Valerieside, IA 22364",2019-10-06,Đang vay,PQR Mortgage,1698254277.0795743
613,2183,Biệt thự,1158632454.6191149,"6415 Wilson Trail
Lake Kennethmouth, NJ 48264",2022-08-19,Đã trả hết,PQR Mortgage,1415291858.2893832
614,2525,Nhà ở,819321163.9961317,"74331 Adam Crescent
North Andrew, MP 57712",2019-05-18,Không vay,PQR Mortgage,796587042.5107517
615,2039,Biệt thự,1492480131.4909549,"3920 Justin Creek Suite 947
New David, MN 89059",2021-09-06,Không vay,XYZ Credit,420791881.1571951
616,2202,Đất nền,3390981995.554217,"69455 Timothy Forges
Erinchester, MP 31916",2019-08-27,Đã trả hết,PQR Mortgage,1669044533.330725
617,2824,Căn hộ,3916897710.9234776,"13269 Foster Camp
Cynthiaville, KY 56380",2021-02-19,Đang vay,MNO Finance,334201330.2583287
618,2789,Nhà ở,3915540349.967878,"155 Samantha Row
Stricklandchester, AR 93006",2019-03-31,Đã trả hết,ABC Bank,1608321882.06768
619,2667,Căn hộ,2552532303.5819883,"7179 Conley Tunnel
North Melindaburgh, AR 70352",2018-11-05,Chưa vay,PQR Mortgage,1470230222.9890573
620,2839,Nhà ở,4061580458.4375687,"84061 Martinez Forest
East Michael, OR 18741",2020-07-08,Đang vay,MNO Finance,1879039137.5729954
621,2955,Đất nền,2533966536.820312,"Unit 4700 Box 7671
DPO AP 04864",2020-10-18,Đang vay,PQR Mortgage,980871145.4110154
622,2823,Nhà ở,4363388130.623644,"79611 Michael Parks Apt. 342
Thompsonville, NE 82221",2021-11-20,Đã trả hết,ABC Bank,641718580.5886073
623,2599,Đất nền,2185059318.3420153,"54971 Levy Path Apt. 780
Lake Aaron, NH 39142",2022-05-23,Chưa vay,ABC Bank,946104534.0701547
624,2863,Biệt thự,1880119976.7803445,"99372 Lisa View
Jameshaven, AS 35547",2021-03-17,Đang vay,MNO Finance,1496242725.365974
625,2961,Căn hộ,3849632047.003998,"0433 Marcus Tunnel
West Tomview, MH 91990",2022-09-03,Đã trả hết,XYZ Credit,1937237218.601865
626,2053,Nhà ở,3682634657.761292,"56872 Brandy Square Suite 797
Baileymouth, VI 69879",2022-09-15,Không vay,MNO Finance,1935155983.6840634
627,2038,Đất nền,4089348652.745806,"8764 Michael Manors
Lake Laura, AL 16206",2022-12-04,Đã trả hết,ABC Bank,1464038987.5836885
628,2256,Nhà ở,1085129126.5022311,"49360 Philip Port
Reedland, DE 74765",2021-04-23,Không vay,MNO Finance,612945813.9536412
629,2905,Biệt thự,675661167.0245547,"373 Matthew Haven
Port Erica, CA 47184",2022-05-01,Chưa vay,MNO Finance,1415416762.206777
630,2770,Căn hộ,1532366844.4957247,"270 Jonathon River
North Stephanieburgh, ND 97029",2018-10-09,Không vay,MNO Finance,119749476.8431252
631,2826,Căn hộ,4899552103.244572,"63052 Sosa Mountain Suite 320
East Victoria, WV 08797",2021-01-02,Không vay,XYZ Credit,1998190466.764294
632,2909,Đất nền,849091479.8919343,"517 Rebecca Union
East Ashley, MO 53508",2020-05-24,Đang vay,XYZ Credit,1985012977.9593809
633,2411,Căn hộ,3250390288.430285,"992 Erik Shoal Apt. 773
Gibsonview, WV 65692",2019-02-26,Đã trả hết,XYZ Credit,346025104.5228447
634,2623,Nhà ở,1072394963.2711749,"84783 David View
Stoneside, ND 66426",2023-03-01,Chưa vay,MNO Finance,1999135122.5877385
635,2361,Nhà ở,4544377752.796598,"1584 Hernandez Loaf
West Dana, DC 22667",2022-02-23,Chưa vay,ABC Bank,1616752435.0193622
636,2965,Biệt thự,3713363861.957564,"6963 Norris Villages Suite 246
Julieton, ND 43665",2021-12-16,Đã trả hết,XYZ Credit,844232171.1000894
637,2774,Đất nền,4027020949.9869604,"4000 Melissa Stream
Lake Brianberg, FL 80688",2021-05-10,Đã trả hết,MNO Finance,1780713985.1365814
638,2191,Đất nền,535907178.385369,"26265 Wheeler Overpass
Simsport, NV 36049",2022-05-23,Đang vay,ABC Bank,1049005336.4143485
639,2803,Nhà ở,856182088.4980762,"Unit 0067 Box 7756
DPO AP 84487",2021-02-07,Không vay,ABC Bank,1955210836.9306593
640,2653,Căn hộ,1096131840.3681922,"4042 Juan Lakes Apt. 034
Howardtown, CT 62705",2019-01-06,Không vay,PQR Mortgage,522728739.14051795
641,2873,Đất nền,1325002724.3218951,"07960 Vance Ville Apt. 492
South Zacharyland, GA 55697",2023-07-23,Đang vay,XYZ Credit,272102284.3036878
642,2925,Đất nền,4955693740.853062,"7051 Dawson Mountain Apt. 969
Hamiltonborough, CT 62909",2022-05-04,Chưa vay,ABC Bank,1871279245.0626981
643,2917,Căn hộ,1421059790.8385851,"363 Gregory Via
North Ashley, VI 58495",2019-10-06,Không vay,ABC Bank,919566466.5556803
644,2365,Căn hộ,1314913759.2384443,"75997 Palmer Unions
South Austinmouth, MP 87454",2022-12-22,Chưa vay,MNO Finance,1731542247.1686518
645,2704,Biệt thự,3247941444.491385,"4926 Beth River Suite 207
Michellemouth, FM 71168",2023-05-18,Không vay,PQR Mortgage,515463508.0730971
646,2070,Đất nền,1977261060.9548855,"204 Ward Shoal Apt. 968
Lake Carolyn, MP 89306",2019-06-28,Đã trả hết,MNO Finance,917652461.5406202
647,2636,Nhà ở,1355939965.8409579,"69114 Lewis Club Suite 021
Mooreview, FL 96674",2023-04-14,Không vay,MNO Finance,1100814829.0275736
648,2510,Đất nền,3619775813.3500457,"82093 Angela Tunnel Apt. 736
South Timothyville, VI 71515",2021-05-11,Không vay,MNO Finance,116524294.97253878
649,2977,Đất nền,2348922334.661623,"09678 Mckinney Springs
North Jeffrey, MO 31733",2021-02-15,Đang vay,XYZ Credit,628435250.6703223
650,2522,Nhà ở,1230379959.9147725,"1150 Rodriguez Villages
Port Mark, VA 85844",2020-05-16,Đã trả hết,ABC Bank,1991566765.7193978
651,2114,Đất nền,3371345372.1420302,"26135 Dana Dam Apt. 499
Colemanport, NH 07353",2023-01-30,Chưa vay,XYZ Credit,1442032277.7073874
652,2572,Biệt thự,3064436834.957781,"39967 Spence Bypass Suite 806
Martinezport, DC 11327",2021-10-19,Đang vay,PQR Mortgage,918831516.8298389
653,2145,Biệt thự,4123103025.234118,"PSC 7372, Box 9838
APO AA 69377",2021-05-09,Đã trả hết,MNO Finance,1513881589.5714054
654,2925,Nhà ở,3046678215.0193315,"3171 Rebecca Vista Suite 808
Lewisland, KS 24637",2022-01-02,Đang vay,XYZ Credit,913176980.8000944
655,2065,Đất nền,2894390034.2511578,"USCGC Miller
FPO AP 12925",2020-11-11,Đang vay,ABC Bank,1441920480.7851157
656,2195,Nhà ở,2061841968.963353,"48905 Henry Lock
Reneefort, WI 16291",2019-02-27,Đang vay,PQR Mortgage,1160834521.7143056
657,2170,Căn hộ,503542367.2825592,"46468 Jenna Brook Apt. 530
Guzmanfort, TN 62708",2019-09-19,Chưa vay,XYZ Credit,1732893353.272927
658,2093,Nhà ở,1140271272.1430597,"14998 Rebecca Knolls Suite 210
North Jessicamouth, AK 57561",2020-10-29,Đã trả hết,XYZ Credit,785486535.9656461
659,2749,Căn hộ,921960034.6034517,"364 Mary Loop Suite 130
Vaughnbury, MO 55587",2021-02-08,Không vay,MNO Finance,1228251072.4124994
660,2044,Nhà ở,4342717159.761272,"Unit 3614 Box 3902
DPO AE 22880",2019-09-17,Không vay,ABC Bank,1488940181.6554096
661,2323,Đất nền,4683390884.481323,"5397 Rasmussen Courts Suite 325
Hamiltonside, MN 41727",2019-07-16,Không vay,MNO Finance,1606680578.972375
662,2495,Đất nền,3525353238.2813106,"5906 Reynolds Shoals Apt. 374
Harrismouth, AS 79458",2022-10-15,Chưa vay,ABC Bank,905570419.4296594
663,2214,Nhà ở,3338584885.3170524,"990 Torres Squares
Jamesmouth, NM 09580",2021-08-15,Đang vay,PQR Mortgage,1835567236.9499927
664,2968,Căn hộ,4855856757.862719,"PSC 4446, Box 3762
APO AA 38985",2020-03-11,Đang vay,MNO Finance,642858821.440568
665,2477,Biệt thự,3633828055.2053485,"3088 Jason Stream Apt. 028
North Andrew, TX 25792",2019-04-04,Đang vay,PQR Mortgage,815308019.9561865
666,2752,Nhà ở,832053686.362872,"25358 Christina Stream
Milesborough, WV 40336",2019-06-02,Đã trả hết,PQR Mortgage,489213090.9004319
667,2303,Biệt thự,4972518494.965451,"4745 Zimmerman Expressway
Scottfurt, NM 12343",2020-08-05,Không vay,PQR Mortgage,1703193173.6977954
668,2746,Biệt thự,1496008788.1237903,"458 John Rapids Apt. 922
North Johnbury, CA 95895",2021-01-12,Không vay,ABC Bank,655968638.5832614
669,2486,Biệt thự,4528154404.62026,"1897 Martinez Prairie
Kerrystad, MT 68666",2019-03-28,Đã trả hết,ABC Bank,1227069800.1441798
670,2710,Nhà ở,1463283506.0433888,"5192 Evans Road Apt. 274
Port Andrewbury, ND 93318",2019-03-29,Không vay,PQR Mortgage,508507770.3005699
671,2064,Căn hộ,4897534947.285594,"971 Hurley Mountain
South Robert, MP 94995",2018-10-04,Không vay,PQR Mortgage,809749377.5090059
672,2146,Nhà ở,4528264427.95151,"3165 Rebecca Junctions Apt. 739
West Gabriela, PR 41924",2021-12-28,Đang vay,ABC Bank,1206094858.6056602
673,2218,Biệt thự,3447707672.869138,"159 Monica Branch Suite 485
Mathewschester, MD 98791",2023-05-13,Đã trả hết,MNO Finance,1003481461.5252643
674,2022,Biệt thự,2451674420.0751915,"583 Robin River Suite 136
Haleyview, PW 83827",2019-12-08,Đã trả hết,PQR Mortgage,1452374000.7747357
675,2877,Căn hộ,3954378299.12451,"756 Meyer Place Suite 979
West Madison, AR 68226",2019-10-23,Đã trả hết,XYZ Credit,1370221294.284992
676,2592,Biệt thự,4173323610.584342,"Unit 2352 Box 9902
DPO AP 73152",2018-09-19,Không vay,MNO Finance,626179930.9348605
677,2455,Nhà ở,1000254409.3173461,"71080 Amy Viaduct
South Joyport, KY 65171",2022-03-10,Đã trả hết,PQR Mortgage,1829961258.8865485
678,2694,Đất nền,2834984585.3993096,"44118 Cook Glens
West Krista, RI 21798",2020-09-29,Đang vay,MNO Finance,571684288.9388335
679,2161,Đất nền,3686419144.3123627,"7474 Michael Lodge Suite 122
North Miguelberg, WY 22665",2022-07-25,Đang vay,PQR Mortgage,1702722386.6984417
680,2691,Biệt thự,2291402079.2700825,"27583 Brown River
New Brendaside, KY 60949",2020-05-06,Đang vay,ABC Bank,261169529.81021628
681,2480,Biệt thự,4079146609.3454733,"834 Christopher Knoll Suite 616
Williamsmouth, CO 44035",2019-12-26,Đang vay,MNO Finance,1247249476.1896646
682,2275,Nhà ở,1777179084.5383599,"PSC 6514, Box 2436
APO AA 76814",2021-09-12,Đang vay,ABC Bank,1509865985.2062926
683,2289,Đất nền,3598236578.5846252,"4629 Kirk Hill Suite 531
New Allisonton, VI 51069",2019-06-23,Chưa vay,XYZ Credit,284992449.75022614
684,2792,Căn hộ,2832657349.8063498,"6749 Justin Underpass Apt. 463
Stevetown, CT 16256",2022-12-05,Không vay,ABC Bank,1859178838.2029738
685,2368,Đất nền,1882614341.8402038,"306 Shannon Hollow Suite 326
Port Kerriport, PA 63937",2020-11-20,Đã trả hết,PQR Mortgage,159817468.03131244
686,2292,Căn hộ,1685579432.7082112,"26483 Brooke Groves Suite 662
Georgehaven, MA 95261",2021-12-01,Đã trả hết,XYZ Credit,1847037420.7583091
687,2524,Đất nền,2999213857.022711,"45399 Ashley Isle Suite 307
New Michelle, UT 07952",2021-11-29,Chưa vay,ABC Bank,344520195.1603046
688,2135,Biệt thự,1953860260.734564,"899 Deborah Mall Apt. 405
Port Stephenhaven, RI 55575",2018-10-17,Không vay,XYZ Credit,656620339.6909182
689,2773,Đất nền,579348712.752142,"277 Lewis Ports Apt. 323
Deniseville, NV 05100",2019-05-29,Chưa vay,PQR Mortgage,1124675253.553146
690,2476,Nhà ở,4134103590.8569703,"122 Barber Turnpike
Taylorborough, ND 44511",2018-11-09,Không vay,ABC Bank,336553563.6220666
691,2589,Nhà ở,4062794977.625251,"10799 Benson Tunnel Apt. 125
Port Melissaberg, CO 96285",2021-08-13,Chưa vay,PQR Mortgage,1746611348.5998695
692,2363,Nhà ở,4224621834.932556,"51045 Stewart Circles
Marktown, AR 10745",2022-03-28,Không vay,MNO Finance,459669675.3921859
693,2009,Căn hộ,2623518605.66901,"04935 Cook Terrace
North Richard, NH 52533",2019-03-01,Đã trả hết,PQR Mortgage,1299462693.0250702
694,2104,Biệt thự,2536376420.2681513,"48704 Keith Ford Apt. 916
East Jeremy, LA 69167",2023-04-24,Đã trả hết,ABC Bank,198869577.85898224
695,2911,Biệt thự,1192548141.5988472,"32613 Alejandro Prairie
East Melanie, SD 81163",2020-09-01,Đã trả hết,XYZ Credit,257271820.8071907
696,2371,Nhà ở,3166037561.199827,"0408 Bullock Station
Josephborough, ND 07796",2023-05-26,Đã trả hết,ABC Bank,1753584273.0853872
697,2209,Đất nền,1213985829.95258,"631 Molly Trail Apt. 981
South Sandraside, TX 11941",2019-10-27,Đang vay,MNO Finance,1564952063.2254994
698,2214,Đất nền,3006453835.4062915,"USS Sweeney
FPO AE 94250",2022-02-04,Chưa vay,PQR Mortgage,1173572778.5256653
699,2834,Biệt thự,2237604481.2675824,"2952 Bennett Lakes Apt. 928
Lake Jennifer, IN 91020",2021-12-05,Không vay,XYZ Credit,1690235467.1792002
700,2956,Căn hộ,501514850.4687431,"9184 Catherine Dale
Olsenside, AK 69273",2019-11-08,Đã trả hết,XYZ Credit,1338069488.219386
701,2154,Căn hộ,4363036036.397564,"4437 Anderson Stream
Jamesmouth, RI 41002",2019-10-03,Đang vay,XYZ Credit,1847787356.8918393
702,2810,Căn hộ,881562736.4449933,"58052 Jonathan Trafficway Apt. 045
East Bradleybury, MP 03082",2023-04-24,Không vay,PQR Mortgage,849240886.1240453
703,2655,Biệt thự,2949067717.818847,"920 Brown Turnpike
South Jeffrey, CT 90675",2022-01-09,Không vay,PQR Mortgage,632237435.1859982
704,2129,Căn hộ,2201085423.3667808,"PSC 2176, Box 1596
APO AE 06262",2018-10-04,Đã trả hết,XYZ Credit,936284422.973667
705,2159,Biệt thự,2490445135.7164125,"103 Jeanette Street Apt. 152
East Kimberlybury, MS 12873",2022-12-16,Chưa vay,MNO Finance,1445314746.5679204
706,2683,Căn hộ,1785663434.6200483,"68775 Baker Hill Suite 329
Evansborough, NM 67569",2022-07-23,Không vay,MNO Finance,390853769.46310765
707,2616,Nhà ở,3471250423.826126,"252 Whitney Alley
Austinburgh, VA 52875",2020-03-07,Không vay,ABC Bank,240925535.56279263
708,2877,Nhà ở,3497830553.6337404,"22561 Potter Dam Suite 723
Garyhaven, CT 39536",2020-06-27,Chưa vay,XYZ Credit,1141930699.928896
709,2063,Căn hộ,4994669171.86515,"640 Allison Lodge
Gonzalezberg, ME 01296",2020-09-22,Không vay,MNO Finance,1395699233.779488
710,2679,Đất nền,1400971067.8131256,"552 Derrick Plains
Parkerburgh, HI 38423",2023-02-12,Đang vay,PQR Mortgage,252280023.49459928
711,2119,Biệt thự,2528263216.783886,"0265 Melanie Mill
Abigailbury, ND 79790",2020-02-13,Đã trả hết,ABC Bank,1999495292.6002755
712,2927,Nhà ở,1166939398.905763,"18872 Richard Walk
Lorifurt, DE 54364",2023-07-04,Đang vay,XYZ Credit,229525765.39039725
713,2686,Căn hộ,2549415189.129072,"18071 Daniels Islands
Lake Steven, AL 61031",2021-05-22,Chưa vay,MNO Finance,1429751619.9044616
714,2633,Đất nền,3463932971.6309175,"74228 Kimberly Stream
North Edward, VA 33657",2019-12-31,Đang vay,PQR Mortgage,199454241.12198943
715,2296,Căn hộ,3939992338.126213,"04455 Karen Plains
Owensfort, SD 63151",2020-06-22,Chưa vay,MNO Finance,145233673.6377291
716,2152,Đất nền,980035391.0830693,"08638 Gonzalez Turnpike Apt. 686
West Teresaborough, NJ 60233",2023-06-27,Đã trả hết,PQR Mortgage,1048225011.4121743
717,2945,Nhà ở,1089085361.2512212,"7576 Mario Lodge Suite 466
Smithburgh, TN 50018",2022-06-26,Chưa vay,XYZ Credit,399205119.5998242
718,2696,Căn hộ,1595922963.0511088,"449 Smith Trail Apt. 265
New Jessica, MS 29718",2021-09-08,Không vay,ABC Bank,106517497.30598322
719,2836,Căn hộ,3054638170.7876353,"38328 Shepherd Key Apt. 441
Garrettburgh, CT 56805",2020-02-26,Đang vay,MNO Finance,1650059829.5033088
720,2083,Đất nền,1544085343.8937144,"2297 Jamie Pine
Millerborough, AS 80834",2020-07-23,Đã trả hết,XYZ Credit,1852278477.4932604
721,2143,Đất nền,4221453426.093497,"178 Rodriguez Drive
Nicholaston, FM 16032",2020-12-24,Chưa vay,MNO Finance,1094065487.3165417
722,2791,Căn hộ,2480199626.0746555,"5555 Jennifer Tunnel Suite 841
Torresfurt, WI 50012",2022-07-31,Chưa vay,ABC Bank,1931739650.2408607
723,2405,Biệt thự,4844949598.517605,"8976 Ewing Avenue Apt. 035
Smithville, GA 67388",2022-01-14,Chưa vay,MNO Finance,1418713875.0535207
724,2481,Đất nền,1310659326.1803708,"Unit 5486 Box 3510
DPO AA 38966",2021-12-06,Không vay,XYZ Credit,1086057459.5758963
725,2806,Căn hộ,1120060823.4628282,"656 Holland Village
Ryanstad, FL 23430",2021-06-18,Đang vay,MNO Finance,1033540277.4284626
726,2050,Căn hộ,4235529866.198425,"67438 Tyler Loaf Apt. 634
Jaredbury, ND 12431",2023-03-02,Đã trả hết,ABC Bank,1421897180.2366138
727,2218,Biệt thự,1989831580.3433776,"798 Timothy Crossing Apt. 935
Katrinaview, VT 22642",2020-02-25,Không vay,PQR Mortgage,939348831.43543
